observaciones,pozos
14,ARCABUZ-603--
1,ARCABUZ-604--
14,ARCABUZ-606--
14,ARCABUZ-607--
14,ARCABUZ-611--
14,ARCABUZ-612--
14,ARCABUZ-617--
14,ARCABUZ-620--
14,ARCABUZ-623--
14,ARCABUZ-650--
14,ARCABUZ-651--
12,ARCABUZ-798--
14,ARCABUZ-87--
14,ARCABUZ-89--
14,ARCABUZ-90--
14,ARCABUZ-91--
14,ARCABUZ-93--
14,ARCABUZ-96--
14,ARCABUZ-97--
14,ARCABUZ-98--
14,ARCABUZ-99--
14,ARCOS-102--
14,ARCOS-105--
14,ARCOS-106--
1,ARCOS-107--
14,ARCOS-11--
14,ARCOS-113--
14,ARCOS-114--
14,ARCOS-115--
14,ARCOS-116--
14,ARCOS-117--
14,ARCOS-118--
14,ARCOS-119--
14,ARCOS-120--
13,ARCOS-121--
14,ARCOS-122--
14,ARCOS-125--
13,ARCOS-127--
14,ARCOS-129--
14,ARCOS-12D-
14,ARCOS-13--
1,ARCOS-130--
13,ARCOS-131--
14,ARCOS-132--
14,ARCOS-134--
14,ARCOS-138--
14,ARCOS-13D-
14,ARCOS-142--
14,ARCOS-143--
14,ARCOS-145--
14,ARCOS-16--
14,ARCOS-17--
14,ARCOS-170--
14,ARCOS-180--
14,ARCOS-19--
14,ARCOS-200--
14,ARCOS-202--
14,ARCOS-21--
14,ARCOS-226--
14,ARCOS-23--
14,ARCOS-233--
14,ARCOS-24--
14,ARCOS-251--
14,ARCOS-25D-
14,ARCOS-27--
14,ARCOS-275--
14,ARCOS-29--
14,ARCOS-3--
13,ARCOS-35--
14,ARCOS-36--
14,ARCOS-37--
14,ARCOS-39--
14,ARCOS-41--
14,ARCOS-42--
14,ARCOS-43--
14,ARCOS-46--
14,ARCOS-47--
14,ARCOS-48--
14,ARCOS-501--
14,ARCOS-503--
14,ARCOS-504--
14,ARCOS-505--
14,ARCOS-510--
14,ARCOS-511--
14,ARCOS-512--
14,ARCOS-513--
14,ARCOS-514--
14,ARCOS-516--
14,ARCOS-517--
14,ARCOS-521--
14,ARCOS-525--
14,ARCOS-527--
14,ARCOS-528--
14,ARCOS-53-A
14,ARCOS-537--
14,ARCOS-538--
14,ARCOS-539--
13,ARCOS-541--
13,ARCOS-544--
14,ARCOS-55--
14,ARCOS-56--
14,ARCOS-57--
1,ARCOS-58--
14,ARCOS-59--
11,ARCOS-60--
14,ARCOS-61--
14,ARCOS-63--
14,ARCOS-64--
14,ARCOS-66--
14,ARCOS-67--
13,ARCOS-71--
14,ARCOS-73--
14,ARCOS-74--
14,ARCOS-77--
14,ARCOS-78--
14,ARCOS-79--
14,ARCOS-81--
14,ARCOS-83--
14,ARCOS-84--
14,ARCOS-86--
14,ARCOS-87--
14,ARCOS-88--
14,ARCOS-90--
14,ARCOS-91--
14,ARCOS-97--
14,ARCOS-99--
14,ARENQUE-101--
14,ARENQUE-103--
14,ARENQUE-12--
14,ARENQUE-18--
14,ARENQUE-23--
14,ARENQUE-24--
14,ARENQUE-26--
12,ARENQUE-30--
14,ARENQUE-31--
14,ARENQUE-37--
14,ARENQUE-41--
14,ARENQUE-42--
14,ARENQUE-46--
14,ARENQUE-58--
13,ARENQUE-6--
14,ARIS-1--
1,ARIS-21--
1,ARIS-22--
5,ARQUIMIA-101--
13,ARQUIMIA-124--
1,ARQUIMIA-161--
3,ARQUIMIA-32--
3,ARQUIMIA-501--
12,ARQUIMIA-68--
14,ARROYO PRIETO-11--
14,ARROYO PRIETO-13--
14,ARROYO PRIETO-14--
13,ARROYO PRIETO-15--
14,ARROYO PRIETO-17--
14,ARROYO PRIETO-18--
14,ARROYO PRIETO-20--
14,ARROYO PRIETO-2D-
13,ARROYO PRIETO-3--
13,ARROYO PRIETO-6-A
13,ARROYO PRIETO-8--
3,ARROYO VIEJO-1--
13,ARROYO VIEJO-1-A
13,ARROYO ZANAPA-201--
1,ARTESA-24--
10,ARTESA-26--
1,ARTESA-351--
14,ARTESA-352--
1,ARTESA-354--
13,ARTESA-355--
13,ARTESA-356--
1,ARTESA-357--
14,ARTESA-358--
14,ARTESA-359--
13,ARTESA-360--
13,ARTESA-361--
14,ARTESA-362--
13,ARTESA-363--
13,ARTESA-364--
13,ARTESA-365--
14,ARTESA-366--
14,ARTESA-367--
14,ARTESA-368--
14,ARTESA-370--
5,ARTESA-371--
14,ARTESA-372--
14,ARTESA-374--
5,ARTESA-375--
13,ARTESA-376--
13,ARTESA-377--
1,ARTESA-378--
13,ARTESA-379--
14,ARTESA-380--
14,ARTESA-381--
13,ARTESA-382--
13,ARTESA-383--
14,ARTESA-384--
13,ARTESA-385--
14,ARTESA-386--
14,ARTESA-387--
14,ARTESA-393--
14,ARTESA-394--
14,ARTESA-395--
13,ARTESA-402--
14,ARTESA-62--
14,ARTIMON-1--
4,ATUN-32--
4,ATUN-54--
12,AVENTURERO-1--
14,AXON-1--
14,AXON-2--
14,AXON-6--
13,AYACAXTLA-1--
14,AYAPA-21--
14,AYAPA-5--
12,AYATSIL-1--
10,AYATSIL-119--
14,AYATSIL-127--
10,AYATSIL-157--
2,AYATSIL-161--
9,AYATSIL-179--
14,AYATSIL-1DL
14,AYOCOTE-1--
14,AYOCOTE-10--
14,AYOCOTE-11--
14,AYOCOTE-12--
11,AYOCOTE-13--
14,AYOCOTE-14--
13,AYOCOTE-15--
13,AYOCOTE-16--
13,AYOCOTE-17--
13,AYOCOTE-18--
13,AYOCOTE-2--
10,AYOCOTE-23--
10,AYOCOTE-24--
8,AYOCOTE-27--
14,AYOCOTE-3--
14,AYOCOTE-4--
14,AYOCOTE-5--
14,AYOCOTE-7--
14,AYOCOTE-9--
14,AZOR-10--
14,AZOR-14--
14,AZOR-17--
14,AZOR-18--
14,AZOR-19--
14,AZOR-2--
14,AZOR-21--
14,AZOR-23--
14,AZOR-3--
14,AZOR-30--
14,AZOR-36--
13,AZOR-5--
14,AZOR-6--
1,AZOR-7--
14,AZUCAR-10--
14,BACAB-1D-
14,BACAB-21--
14,BACAB-24--
14,BACAB-3--
14,BACAB-33--
14,BACAB-43--
14,BACAL-1003--
14,BACAL-1606--
1,BACAL-3--
14,BACAL-503--
13,BACAL-505--
14,BACAL-507--
13,BACAL-508--
1,BACAL-511--
13,BACAL-512--
14,BACAL-513--
12,BACAL-515--
13,BACAL-516--
13,BACAL-53--
12,BACAL-61--
14,BACAL-62--
14,BACAL-81--
14,BACAL-87--
14,BAGRE-101--
14,BAGRE-120--
13,BAGRE-210H-
14,BAGRE-510H-
14,BAGRE-8--
14,BAGRE-9-A
14,BALAM-1--
14,BALAM-11--
14,BALAM-13--
9,BALAM-23--
13,BALAM-31--
13,BALAM-33--
14,BALAM-43--
14,BALAM-63--
2,BALAM-71--
13,BALAM-73--
14,BALAM-75--
13,BALAM-91--
14,BARAJAS-1--
5,BARCODON-106--
5,BARCODON-108--
5,BARCODON-109--
5,BARCODON-111--
5,BARCODON-113--
5,BARCODON-114--
5,BARCODON-121--
5,BARCODON-126--
5,BARCODON-137--
5,BARCODON-141--
5,BARCODON-142D-
5,BARCODON-143D-
5,BARCODON-145--
5,BARCODON-147--
5,BARCODON-153D-
5,BARCODON-154--
5,BARCODON-156--
5,BARCODON-157--
5,BARCODON-159--
5,BARCODON-169--
14,BARUNDA-104--
14,BARUNDA-105--
14,BARUNDA-106--
14,BARUNDA-108--
14,BARUNDA-109--
14,BATAB-11--
14,BATAB-13--
14,BATAB-3--
1,BATAB-63--
14,BAYO-11--
14,BAYO-13--
14,BAYO-14--
14,BAYO-15--
14,BAYO-19--
14,BAYO-2--
14,BAYO-20--
14,BAYO-23--
14,BAYO-3--
14,BAYO-32--
13,BAYO-33--
14,BAYO-35H-
14,BAYO-5--
14,BAYO-6--
14,BAZUKA-1--
14,BEDEL-1--
14,BEDEL-12--
14,BEDEL-13--
14,BEDEL-2--
14,BEDEL-3--
14,BEDEL-33--
14,BELLOTA-126--
14,BELLOTA-159--
3,BELLOTA-33--
14,BELLOTA-41--
7,BELLOTA-42--
14,BELLOTA-73--
14,BELLOTA-94--
5,BENAVIDES-102--
5,BENAVIDES-105--
5,BENAVIDES-106--
5,BENAVIDES-107--
5,BENAVIDES-108--
5,BENAVIDES-11--
5,BENAVIDES-110--
5,BENAVIDES-111--
5,BENAVIDES-113--
5,BENAVIDES-114--
5,BENAVIDES-115--
5,BENAVIDES-116--
5,BENAVIDES-118--
5,BENAVIDES-119--
5,BENAVIDES-120--
5,BENAVIDES-121--
5,BENAVIDES-122--
5,BENAVIDES-123--
5,BENAVIDES-125--
5,BENAVIDES-127--
5,BENAVIDES-130--
5,BENAVIDES-131--
5,BENAVIDES-132--
5,BENAVIDES-139--
5,BENAVIDES-152--
5,BENAVIDES-157--
5,BENAVIDES-158--
5,BENAVIDES-16--
5,BENAVIDES-160--
5,BENAVIDES-161--
5,BENAVIDES-162--
5,BENAVIDES-164--
5,BENAVIDES-165--
5,BENAVIDES-166--
5,BENAVIDES-167--
5,BENAVIDES-168--
5,BENAVIDES-169--
5,BENAVIDES-170--
5,BENAVIDES-174--
5,BENAVIDES-176--
5,BENAVIDES-177--
5,BENAVIDES-178--
5,BENAVIDES-20--
5,BENAVIDES-200--
5,BENAVIDES-206--
5,BENAVIDES-211--
5,BENAVIDES-212--
5,BENAVIDES-212D-
5,BENAVIDES-213--
5,BENAVIDES-216--
5,BENAVIDES-22--
5,BENAVIDES-224--
5,BENAVIDES-225--
4,BENAVIDES-226--
5,BENAVIDES-23--
5,BENAVIDES-230--
5,BENAVIDES-231--
5,BENAVIDES-232--
5,BENAVIDES-234--
5,BENAVIDES-236--
5,BENAVIDES-237--
5,BENAVIDES-238--
5,BENAVIDES-26--
5,BENAVIDES-28--
5,BENAVIDES-29--
5,BENAVIDES-35--
5,BENAVIDES-36--
5,BENAVIDES-5--
5,BENAVIDES-6--
5,BENAVIDES-69--
5,BENAVIDES-75--
5,BENAVIDES-8--
5,BENAVIDES-88--
5,BENAVIDES-91--
5,BENAVIDES-93--
5,BENAVIDES-94--
5,BENAVIDES-95--
5,BENAVIDES-96--
5,BENAVIDES-97--
5,BENAVIDES-98--
5,BENAVIDES-99--
4,BLASILLO-170--
1,BLASILLO-43--
1,BLASILLO-43D-
1,BLASILLO-49--
13,BLASILLO-505--
12,BLASILLO-509--
14,BLASILLO-511D-
3,BLASILLO-513--
14,BLASILLO-515--
14,BLASILLO-519--
14,BLASILLO-521--
14,BLASILLO-521D-
14,BLASILLO-523--
13,BLASILLO-525--
14,BLASILLO-525D-
14,BLASILLO-527--
14,BLASILLO-529--
14,BLASILLO-531--
14,BLASILLO-533--
14,BLASILLO-535--
14,BLASILLO-537--
12,BLASILLO-539--
14,BLASILLO-543--
1,BLASILLO-547--
14,BLASILLO-548--
14,BLASILLO-549--
4,BLASILLO-557--
14,BLASILLO-559--
14,BLASILLO-567--
1,BLASILLO-568--
14,BLASILLO-569--
14,BLASILLO-57--
1,BLASILLO-570--
1,BLASILLO-589--
14,BLASILLO-602--
13,BLASILLO-61--
14,BLASILLO-67D-
14,BLASILLO-69D-
4,BLENDA-1--
14,BOCAXA-1--
14,BOCAXA-10--
14,BOCAXA-11--
14,BOCAXA-2--
14,BOLONTIKU-1--
14,BOLONTIKU-12--
14,BOLONTIKU-13--
14,BOLONTIKU-26--
1,BOLONTIKU-32--
13,BOLONTIKU-41--
13,BOLONTIKU-73--
14,BONANZA-1--
14,BONANZA-11--
14,BONANZA-12--
14,BONANZA-2--
14,BONANZA-20--
14,BONANZA-22--
14,BONANZA-3--
14,BONANZA-4--
14,BONANZA-5--
14,BONANZA-7--
14,BONANZA-9--
14,BRAGADO-1--
1,BRAGADO-2--
14,BRICOL-1--
14,BRICOL-102--
14,BRICOL-11--
14,BRICOL-21--
14,BRICOL-2DL
14,BRICOL-3-A
14,BRICOL-31--
12,BRILLANTE-1--
13,BRILLANTE-11--
14,BRILLANTE-15--
13,BRILLANTE-16--
3,BRILLANTE-17--
12,BRILLANTE-19--
10,BRILLANTE-2--
14,BRILLANTE-20--
13,BRILLANTE-21--
14,BRILLANTE-22--
14,BRILLANTE-3--
13,BRILLANTE-4--
14,BRILLANTE-5--
14,BRILLANTE-6--
1,BRILLANTE-7--
13,BRILLANTE-8--
14,BRILLANTE-9--
14,BUENA SUERTE-92--
13,BUGAMBILIA-1--
14,CAAN-31--
13,CAAN-33--
14,CAAN-34--
14,CAAN-51--
14,CAAN-52--
14,CAAN-56--
14,CAAN-57--
1,CAAN-72--
1,CAAN-73-A
14,CAAN-74--
1,CAAN-76D-
14,CAAN-92--
7,CAAN-93--
13,CABEZA-102--
14,CABEZA-201--
14,CABEZA-202--
14,CABEZA-204--
14,CABEZA-207--
14,CABEZA-208--
14,CABEZA-209--
14,CABEZA-210--
14,CABEZA-402--
14,CABEZA-405--
14,CABEZA-406--
14,CABEZA-415--
14,CABEZA-417--
14,CABEZA-419--
14,CABEZA-424--
14,CABEZA-425--
14,CABEZA-430H-
1,CACAHUATENGO-716--
14,CACAHUATENGO-754--
14,CACALILAO-100--
14,CACALILAO-1002D-
14,CACALILAO-1006--
12,CACALILAO-103--
14,CACALILAO-106--
3,CACALILAO-1107--
14,CACALILAO-1119--
14,CACALILAO-1126--
13,CACALILAO-1127--
14,CACALILAO-1129H-
13,CACALILAO-1131H-
13,CACALILAO-1134H-
14,CACALILAO-1138H-
13,CACALILAO-1168--
13,CACALILAO-1169--
14,CACALILAO-116D-
13,CACALILAO-117--
2,CACALILAO-1179--
13,CACALILAO-1181--
14,CACALILAO-1182--
14,CACALILAO-1192--
14,CACALILAO-1197--
14,CACALILAO-1198--
14,CACALILAO-12--
13,CACALILAO-123--
14,CACALILAO-128--
14,CACALILAO-128D-
14,CACALILAO-13--
14,CACALILAO-137--
14,CACALILAO-143--
13,CACALILAO-144--
14,CACALILAO-144-C
14,CACALILAO-144D-
14,CACALILAO-146--
13,CACALILAO-147--
14,CACALILAO-149--
13,CACALILAO-150--
13,CACALILAO-154--
14,CACALILAO-156--
14,CACALILAO-158-C
14,CACALILAO-164--
3,CACALILAO-165--
14,CACALILAO-167--
14,CACALILAO-171--
7,CACALILAO-175--
14,CACALILAO-183--
14,CACALILAO-191--
14,CACALILAO-198--
14,CACALILAO-2--
13,CACALILAO-2000--
13,CACALILAO-2009--
14,CACALILAO-201--
14,CACALILAO-202--
14,CACALILAO-2022--
2,CACALILAO-2023--
14,CACALILAO-2025--
13,CACALILAO-2030--
14,CACALILAO-2031--
14,CACALILAO-2043--
14,CACALILAO-2056--
13,CACALILAO-2057--
14,CACALILAO-2058--
14,CACALILAO-207--
14,CACALILAO-2107--
14,CACALILAO-216--
13,CACALILAO-217--
13,CACALILAO-218--
14,CACALILAO-218-C
14,CACALILAO-222--
14,CACALILAO-23--
14,CACALILAO-232--
14,CACALILAO-233--
13,CACALILAO-235--
14,CACALILAO-255--
14,CACALILAO-256--
14,CACALILAO-258--
14,CACALILAO-269--
14,CACALILAO-27--
13,CACALILAO-272--
14,CACALILAO-274--
14,CACALILAO-274D-
14,CACALILAO-279--
14,CACALILAO-282--
14,CACALILAO-285--
14,CACALILAO-285D-
14,CACALILAO-289--
14,CACALILAO-293--
14,CACALILAO-294--
14,CACALILAO-296--
14,CACALILAO-302--
14,CACALILAO-307--
14,CACALILAO-309--
14,CACALILAO-31--
3,CACALILAO-3109--
14,CACALILAO-314--
14,CACALILAO-317--
14,CACALILAO-319--
14,CACALILAO-321--
1,CACALILAO-322--
12,CACALILAO-323--
13,CACALILAO-325--
14,CACALILAO-338--
13,CACALILAO-361--
14,CACALILAO-3D-
14,CACALILAO-4-A
14,CACALILAO-4011--
14,CACALILAO-4016H-
12,CACALILAO-4019--
13,CACALILAO-4036--
13,CACALILAO-4045--
14,CACALILAO-41--
3,CACALILAO-42--
14,CACALILAO-47--
14,CACALILAO-603--
2,CACALILAO-605--
14,CACALILAO-61--
14,CACALILAO-615--
3,CACALILAO-621--
14,CACALILAO-65--
14,CACALILAO-7--
14,CACALILAO-7-A
14,CACALILAO-75--
13,CACALILAO-78--
14,CACALILAO-81--
14,CACALILAO-85--
1,CACALILAO-86--
14,CACTUS-1001--
14,CACTUS-1002--
14,CACTUS-1003--
14,CACTUS-1004--
14,CACTUS-1006--
14,CACTUS-1045--
14,CACTUS-1057--
14,CACTUS-1063--
14,CACTUS-107--
13,CACTUS-111--
14,CACTUS-1190--
14,CACTUS-3--
14,CACTUS-302--
12,CACTUS-341--
14,CACTUS-5--
14,CACTUS-55-A
13,CACTUS-57--
14,CACTUS-60--
14,CACTUS-61--
1,CACTUS-62D-
13,CACTUS-65--
14,CAFETO-51--
14,CALABAZA-1--
14,CALABAZA-11--
14,CALABAZA-12--
14,CALABAZA-13--
14,CALABAZA-138--
14,CALABAZA-139--
14,CALABAZA-14--
14,CALABAZA-15--
14,CALABAZA-16--
14,CALABAZA-19--
14,CALABAZA-22--
14,CALABAZA-24--
14,CALABAZA-25--
14,CALABAZA-26--
14,CALABAZA-32--
14,CALABAZA-36--
14,CALABAZA-38--
14,CALABAZA-42--
14,CALABAZA-50--
14,CALABAZA-66--
14,CALABAZA-68--
14,CALABAZA-69--
13,CALABAZA-73--
14,CALABAZA-79--
14,CALABAZA-95--
14,CALABAZA-97--
14,CALI-1--
1,CALI-1001--
14,CALI-11--
14,CALI-12--
14,CALI-13--
14,CALI-14--
14,CALI-201--
12,CALI-501--
5,CALIBRADOR-11--
5,CALIBRADOR-12--
5,CALIBRADOR-2--
5,CALIBRADOR-20--
5,CALIBRADOR-22--
4,CALIBRADOR-23--
5,CALIBRADOR-3--
5,CALIBRADOR-30--
5,CALIBRADOR-4--
5,CALIBRADOR-8--
5,CALIBRADOR-9--
2,CALICANTO-101--
13,CAMARGO-201--
1,CAMARGO-4--
13,CAMARGO-5--
14,CAMPANA-101--
14,CANCER-1--
14,CAPARROSO-15--
14,CARAVANA-1--
14,CARAVANA-15--
14,CARAVANA-2--
14,CARAVANA-20--
14,CARAVANA-3--
14,CARDENAS-109--
14,CARDENAS-112--
13,CARDENAS-114-B
14,CARDENAS-129--
14,CARDENAS-137--
14,CARDENAS-139-B
14,CARDENAS-439--
14,CARDENAS-539--
14,CARDENAS-807--
12,CARDENAS-839--
14,CARLOS-102--
13,CARLOS-103--
14,CARLOS-105--
14,CARLOS-106--
13,CARLOS-107--
14,CARLOS-108--
14,CARLOS-109--
14,CARLOS-110--
14,CARLOS-111--
14,CARLOS-112--
13,CARLOS-113--
14,CARLOS-116--
14,CARLOS-118--
14,CARLOS-119--
13,CARLOS-121--
13,CARLOS-122--
14,CARLOS-123--
14,CARLOS-131--
14,CARLOS-150--
14,CARLOS-212--
14,CARPA-101--
14,CARPA-13H-
14,CARPA-15--
14,CARPA-3--
14,CARPA-7H-
5,CARRETAS-109--
5,CARRETAS-114--
5,CARRETAS-115--
5,CARRETAS-118--
5,CARRETAS-141--
5,CARRETAS-142--
5,CARRETAS-143--
5,CARRETAS-145--
5,CARRETAS-147--
5,CARRETAS-150--
5,CARRETAS-165--
5,CARRETAS-171--
5,CARRETAS-172--
5,CARRETAS-19--
5,CARRETAS-20--
3,CARRETAS-206--
5,CARRETAS-207--
5,CARRETAS-209--
5,CARRETAS-212--
5,CARRETAS-22--
5,CARRETAS-23--
5,CARRETAS-25--
5,CARRETAS-300--
5,CARRETAS-302--
5,CARRETAS-303--
5,CARRETAS-518--
5,CARRETAS-530--
14,CASTA-1--
14,CASTARRICAL-11--
14,CASTARRICAL-11D-
13,CASTARRICAL-8--
13,CASTARRICAL-88--
14,CASTILLO DE TEAYO-13--
14,CASTILLO DE TEAYO-14--
13,CASTILLO DE TEAYO-16--
13,CASTILLO DE TEAYO-19--
13,CASTILLO DE TEAYO-22-A
14,CASTILLO DE TEAYO-23--
14,CASTILLO DE TEAYO-24--
14,CASTILLO DE TEAYO-25--
14,CASTILLO DE TEAYO-26--
14,CATARRIN-1--
5,CATEDRAL-3--
14,CAUCHY-1--
1,CAUCHY-111--
14,CAUCHY-11H-
14,CAUCHY-12--
14,CAUCHY-121--
14,CAUCHY-141--
14,CAUCHY-142--
13,CAUCHY-143--
14,CAUCHY-144--
13,CAUCHY-161--
14,CAUCHY-162--
13,CAUCHY-163--
1,CAUCHY-164--
10,CAUCHY-166--
11,CAUCHY-167--
14,CAUCHY-190--
14,CAUCHY-191--
3,CAUCHY-194--
12,CAUCHY-196--
14,CAUCHY-202--
1,CAUCHY-203--
14,CAUCHY-21--
14,CAUCHY-22--
14,CAUCHY-31H-
14,CAUCHY-32--
14,CAUCHY-41--
1,CAUCHY-42--
14,CAUCHY-51--
13,CAUCHY-52--
14,CAUCHY-62--
1,CAUCHY-64--
14,CAUCHY-71--
14,CAUCHY-81--
13,CAUCHY-82--
13,CAUCHY-91--
5,CAUCHY-92--
1,CAUDALOSO-10--
14,CAUDALOSO-2--
14,CAUDALOSO-20--
14,CAUDALOSO-21-A
14,CAUDALOSO-23--
14,CAUDALOSO-27--
14,CAUDALOSO-28--
14,CAUDALOSO-31--
14,CAUDALOSO-32--
14,CAUDALOSO-34--
1,CAUDALOSO-35--
14,CAUDALOSO-37--
14,CAUDALOSO-39--
14,CAUDALOSO-4--
14,CAUDALOSO-42--
14,CAUDALOSO-43--
14,CAUDALOSO-45--
14,CAUDALOSO-5--
14,CAUDALOSO-7--
14,CAÑON-10--
14,CAÑON-100--
13,CAÑON-103--
14,CAÑON-108--
14,CAÑON-110--
14,CAÑON-111--
14,CAÑON-115--
14,CAÑON-118--
14,CAÑON-17--
14,CAÑON-18--
14,CAÑON-19--
1,CAÑON-201--
14,CAÑON-22--
13,CAÑON-23--
14,CAÑON-26--
14,CAÑON-29--
13,CAÑON-34--
13,CAÑON-36--
14,CAÑON-37--
14,CAÑON-38--
7,CAÑON-39--
14,CAÑON-3D-
14,CAÑON-40--
14,CAÑON-42--
14,CAÑON-47--
14,CAÑON-53--
14,CAÑON-56--
14,CAÑON-57--
14,CAÑON-58--
13,CAÑON-59--
14,CAÑON-618--
14,CAÑON-624--
14,CAÑON-68--
14,CAÑON-7--
14,CAÑON-70--
14,CAÑON-72--
5,CAÑON-77--
14,CAÑON-82--
14,CAÑON-9--
14,CAÑON-93--
14,CAÑON-95--
14,CAÑON-98--
14,CEDRO-3--
14,CENIT-1--
14,CENTURION-1--
1,CENTURION-3--
3,CERRO DEL CARBON-10--
13,CERRO DEL CARBON-11--
8,CERRO DEL CARBON-13--
14,CERRO DEL CARBON-19--
12,CERRO DEL CARBON-24-A
13,CERRO DEL CARBON-27--
13,CERRO DEL CARBON-38--
13,CERRO DEL CARBON-51--
13,CERRO DEL CARBON-57--
14,CERRO DEL CARBON-63--
14,CERRO NANCHITAL-11--
14,CERRO NANCHITAL-12--
14,CERRO NANCHITAL-17--
14,CERRO NANCHITAL-18--
14,CERRO NANCHITAL-9--
14,CERRO VIEJO-403--
14,CERRO VIEJO-406--
14,CERRO VIEJO-52--
14,CHAC-1007--
14,CHAC-162--
14,CHAC-164--
14,CHAC-2192--
14,CHAC-2194--
14,CHAC-2196D-
14,CHAC-2214--
14,CHAC-2222--
1,CHALPA-1--
14,CHALUPA-2--
14,CHALUPA-7--
13,CHANCARRO-1--
14,CHANCARRO-12--
14,CHANCARRO-13--
1,CHANCARRO-2--
14,CHAPUL-20--
14,CHAPUL-202--
14,CHAPUL-203--
13,CHAPUL-204--
13,CHAPUL-206--
14,CHAPUL-21--
14,CHAPUL-22--
14,CHAPUL-23--
3,CHAPUL-24--
14,CHAPUL-25--
13,CHAPUL-26--
13,CHAPUL-27--
14,CHAPUL-28--
14,CHAPUL-30--
14,CHAPUL-31--
14,CHAPUL-34--
14,CHAPUL-38--
14,CHAPUL-40--
14,CHAPUL-41--
14,CHAPUL-42--
14,CHAPUL-43--
14,CHAPUL-44--
14,CHAPUL-46--
8,CHE-1--
13,CHIAPAS-12--
3,CHIAPAS-2--
14,CHIAPAS-4--
14,CHICHIMANTLA-105--
14,CHICHIMANTLA-110--
14,CHICHIMANTLA-115--
3,CHICHIMANTLA-119--
14,CHICHIMANTLA-120--
14,CHICONCOA-1--
14,CHILAPILLA-115--
14,CHILAPILLA-117--
14,CHILAPILLA-117D-
14,CHILAPILLA-12--
14,CHILAPILLA-13--
14,CHILAPILLA-26--
14,CHILAPILLA-27--
14,CHILAPILLA-43--
15,CHILAPILLA-43D-
1,CHILAPILLA-50--
15,CHILAPILLA-50D-
14,CHILAPILLA-51--
14,CHILAPILLA-51D-
14,CHILAPILLA-8D-
14,CHILAPILLA-98D-
1,CHIMOLAR-1--
13,CHINA-104--
1,CHINA-106--
13,CHINA-107--
13,CHINA-108--
13,CHINA-118--
1,CHINA-120--
14,CHINCHORRO-1--
14,CHINCHORRO-2--
14,CHINCHORRO-29--
14,CHINCHORRO-3--
14,CHINCHORRO-5--
14,CHIPILIN-3--
14,CHOTE-1--
14,CHUC-101--
14,CHUC-171--
14,CHUC-172--
14,CHUC-173--
14,CHUC-192--
14,CHUC-193--
14,CHUC-201--
14,CHUC-22--
3,CHUC-24--
14,CHUC-4--
8,CHUC-42--
1,CHUC-62--
14,CHUC-63--
14,CHUC-68--
13,CHUC-81--
14,CHUC-84--
3,CHUC-85--
14,CHUHUK-1--
14,CHUHUK-33--
3,CHUHUK-35--
13,CHUHUK-37--
14,CHUHUK-39--
14,CHUHUK-41--
3,COAPECHACA-1--
14,COAPECHACA-10--
14,COAPECHACA-100--
14,COAPECHACA-102--
13,COAPECHACA-1027-A
14,COAPECHACA-103--
13,COAPECHACA-104--
14,COAPECHACA-105--
1,COAPECHACA-106--
14,COAPECHACA-1065--
13,COAPECHACA-108--
14,COAPECHACA-1080--
9,COAPECHACA-1085--
14,COAPECHACA-1086--
12,COAPECHACA-1087--
14,COAPECHACA-11--
3,COAPECHACA-110--
14,COAPECHACA-111--
13,COAPECHACA-112--
14,COAPECHACA-1120--
13,COAPECHACA-113--
14,COAPECHACA-115--
13,COAPECHACA-116--
13,COAPECHACA-117--
14,COAPECHACA-118--
14,COAPECHACA-12--
14,COAPECHACA-121--
14,COAPECHACA-1211--
14,COAPECHACA-123--
13,COAPECHACA-124--
14,COAPECHACA-125--
14,COAPECHACA-126--
14,COAPECHACA-127--
13,COAPECHACA-13--
13,COAPECHACA-131--
14,COAPECHACA-1310--
9,COAPECHACA-132--
14,COAPECHACA-1320--
13,COAPECHACA-133--
13,COAPECHACA-1338--
14,COAPECHACA-135--
13,COAPECHACA-1361--
13,COAPECHACA-1375--
13,COAPECHACA-138--
14,COAPECHACA-139--
7,COAPECHACA-1391--
7,COAPECHACA-1393--
13,COAPECHACA-1395--
14,COAPECHACA-14--
13,COAPECHACA-141--
13,COAPECHACA-142--
13,COAPECHACA-146--
14,COAPECHACA-148--
13,COAPECHACA-15--
8,COAPECHACA-151--
8,COAPECHACA-152--
14,COAPECHACA-153--
14,COAPECHACA-1540--
12,COAPECHACA-155--
13,COAPECHACA-1550--
14,COAPECHACA-156--
14,COAPECHACA-157--
1,COAPECHACA-158--
14,COAPECHACA-159--
13,COAPECHACA-16--
13,COAPECHACA-161--
14,COAPECHACA-162--
12,COAPECHACA-166--
2,COAPECHACA-167--
12,COAPECHACA-168--
12,COAPECHACA-169--
13,COAPECHACA-17--
13,COAPECHACA-170--
14,COAPECHACA-171--
14,COAPECHACA-1730--
13,COAPECHACA-174--
14,COAPECHACA-1750--
4,COAPECHACA-176--
14,COAPECHACA-177-D
14,COAPECHACA-1770--
9,COAPECHACA-178--
14,COAPECHACA-179--
14,COAPECHACA-1790--
13,COAPECHACA-18--
13,COAPECHACA-182--
1,COAPECHACA-184--
14,COAPECHACA-185--
13,COAPECHACA-187--
1,COAPECHACA-189--
14,COAPECHACA-19--
1,COAPECHACA-191--
12,COAPECHACA-193--
